Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,191215.80858125593,377483.17657208943,,246113.62522180082,378327.9018894302,244606.23566361197,3792.387113920259,391470.87247047736,174753.1671705862,320870.60951696377,36749.94927960609,44293.8452055475,15329.65286617766,0.027,,0.041,0.027,0.041,2.637,0.026000000000000002,0.058,0.032,0.273,0.226,0.653,0.129,0.026,investor 5
1.0,191209.29103631468,377467.50351348397,,246189.31820166728,378265.92836655525,244737.99140097827,3795.9383188977613,391684.91744337813,174718.47453244193,321081.50139908295,36772.462842618195,44298.12722032663,15351.87207674681,0.027,,0.041,0.027,0.041,2.6350000000000002,0.026000000000000002,0.058,0.032,0.272,0.226,0.652,0.129,0.026,investor 5
361.0,208347.37549677145,10885.687596068521,,275183.03140468313,361587.94204065815,295364.97581240337,5095.574209509604,468256.5694131975,161652.7343092883,409018.2758665032,44152.40391038818,44176.83497926732,23355.276147711964,200.0,,7100.0,9400.0,7600.0,100.0,0.026000000000000002,4200.0,10600.0,1100.0,1100.0,600.0,12000.0,12000.0,
362.0,208496.60485897356,10895.017933576593,,275262.08316132135,361530.0336266029,295510.8721015183,5098.775275356285,468458.48722503067,161608.16546734466,409260.861350668,44170.439145003635,44177.50957770017,23377.26198881284,200.0,,7100.0,9300.0,7600.0,100.0,0.026000000000000002,4200.0,10600.0,1100.0,1100.0,600.0,12000.0,12000.0,
363.0,208789.98583553595,10913.361130179333,,275341.31241749186,361487.91724842903,295650.3476014321,5102.377278506649,468624.9593937044,161575.3409784211,409486.47397737496,44190.78493144436,44176.616960737425,23401.023077996455,200.0,,7100.0,9300.0,7600.0,100.0,0.026000000000000002,4200.0,10600.0,1100.0,1100.0,600.0,12000.0,12000.0,
364.0,208675.16093538873,10906.181879012574,,275419.61077884963,361463.025211333,295789.08922334487,5105.995225078213,468820.11376483797,161530.70361162923,409687.0894008416,44211.026300357626,44174.3908623793,23424.55499959469,200.0,,7100.0,9300.0,7600.0,100.0,0.026000000000000002,4100.0,10600.0,1100.0,1100.0,600.0,12000.0,12000.0,
365.0,207992.47235098726,10863.49781998171,,275499.3677926355,361422.02996722894,295928.97364832374,5109.751347721412,469010.37816343625,161476.82667349366,409932.4419198598,44233.113206355076,44176.13780132301,23447.731575175552,200.0,,7100.0,9300.0,7600.0,100.0,0.026000000000000002,4100.0,10600.0,1100.0,1100.0,600.0,12000.0,12000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,132798.53167656687,318763.9867733203,,136415.61280012014,267694.4378233878,139369.8362276005,161168.9085509353,5295.006603264283,30834.93077384354,192048.07555476725,15271.757692572273,78463.53110609093,60280.72296131469,0.032,,0.074,0.038,0.07200000000000001,0.063,1.889,0.325,0.053,0.655,0.128,0.166,0.139,0.052,investor 2
1.0,132610.8422767269,318255.0032798317,,136570.02214667757,268053.6830033352,139489.1217482312,161366.95611662784,5297.692661379523,30854.905591336865,192080.27643015984,15289.461619414593,78467.28071267129,60329.19627675238,0.032,,0.074,0.038,0.07200000000000001,0.062,1.8880000000000001,0.325,0.053,0.655,0.128,0.166,0.139,0.052,investor 2
361.0,144731.88403255594,18258.51668428571,,187568.03593087677,381435.74834217026,177584.0598419459,226589.51867492872,6222.9119792523015,38069.2926252078,203638.17332587155,21555.397743428755,78114.01813857618,76962.8030852753,900.0,,9700.0,0.038,9200.0,11700.0,300.0,1900.0,10500.0,1100.0,4000.0,4000.0,20300.0,20300.0,
362.0,144861.52798903314,18276.798510348097,,187704.40852386437,381718.2449871181,177700.92577033903,226753.9392528008,6225.995434186382,38092.15733547015,203670.14918265448,21572.315949842618,78112.3698401707,77000.29892290558,900.0,,9700.0,0.038,9200.0,11700.0,300.0,1900.0,10500.0,1100.0,4000.0,4000.0,20300.0,20300.0,
363.0,144558.56494819545,18234.07598192156,,187830.69722155388,382002.7694094984,177816.99283980322,226920.30973187,6228.074806678548,38112.511845624314,203702.07735300635,21589.123581795415,78110.7590031506,77047.08177317685,900.0,,9700.0,0.038,9200.0,11700.0,300.0,1900.0,10500.0,1100.0,4000.0,4000.0,20300.0,20300.0,
364.0,144947.0193499758,18288.854129700205,,187980.32272956893,382274.0178728512,177905.6265800209,227085.99372401653,6231.302397487426,38132.14037999652,203733.7096530291,21606.46114900162,78110.39918056999,77094.04264201991,900.0,,9700.0,0.038,9200.0,11800.0,300.0,1900.0,10500.0,1100.0,4000.0,4000.0,20300.0,20300.0,
365.0,144646.50201468606,18246.476484017472,,188103.26857319404,382560.84995977674,178005.2992349675,227248.80424377072,6233.8665976561215,38153.16462145784,203765.4886828206,21623.269220858354,78107.94716646278,77129.63403943347,900.0,,9700.0,0.038,9200.0,11800.0,300.0,1900.0,10500.0,1100.0,4000.0,4000.0,20300.0,20300.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,255284.49738531548,422859.16754463146,,48255.066151020685,60206.237027349765,1554265.624375539,46728.327408824545,24893.056236477536,8213.793427599705,90088.84611979863,14018.94199041301,145061.49408669825,105272.74231642322,0.024,,0.20800000000000002,0.167,0.007,0.215,0.402,1.218,0.112,0.714,0.069,0.095,0.193,0.068,investor 3
1.0,255484.187175279,423323.0505352385,,48256.31323414694,60227.26036870312,1554397.576174617,46727.744259090534,24891.679956423224,8217.14290622198,90137.98387370692,14022.418350565933,145067.86818007787,105366.95069194757,0.024,,0.20800000000000002,0.167,0.007,0.215,0.402,1.217,0.111,0.714,0.069,0.095,0.193,0.068,investor 3
361.0,279659.9622757442,32604.89928163996,,49083.33853278769,67946.3550141849,1613900.9854664137,46478.34173376982,24903.944503691062,9687.826127592505,107162.30799812745,15592.786378667322,147491.8512827084,140193.06689324943,2200.0,,3300.0,4600.0,0.007,3100.0,1600.0,600.0,7200.0,1000.0,10000.0,9500.0,99500.0,99500.0,
362.0,280059.6835755508,32668.041348221486,,49086.39067995224,67963.82637926012,1614075.643135355,46477.469856374446,24904.77774720065,9691.638344519724,107204.45063682263,15597.12225717528,147502.43567758083,140288.47233657644,2200.0,,3300.0,4600.0,0.007,3100.0,1600.0,600.0,7200.0,1000.0,10000.0,9500.0,99500.0,99500.0,
363.0,280176.3620397318,32686.47248851227,,49090.577157588225,67985.07952223912,1614187.1031075732,46476.82239868901,24906.976817256473,9695.284946992635,107250.24124169427,15601.118150954206,147508.06825452734,140379.80948864852,2200.0,,3300.0,4600.0,0.007,3100.0,1600.0,600.0,7200.0,1000.0,10000.0,9500.0,99500.0,99500.0,
364.0,280638.3728037119,32759.454124554,,49092.588734980876,68001.30185305489,1614361.6146801803,46476.15044039101,24907.251654014657,9699.83391816649,107297.54895309915,15605.678737986163,147514.8223654679,140475.41216975907,2200.0,,3300.0,4600.0,0.007,3100.0,1600.0,600.0,7200.0,1000.0,10000.0,9500.0,99500.0,99500.0,
365.0,280649.4800792843,32761.20868788117,,49094.78781053162,68024.64825476255,1614516.670998455,46475.04353109121,24911.172177184322,9703.839182432446,107340.89313267941,15609.225466455882,147526.69536724826,140569.75609788435,2200.0,,3300.0,4600.0,0.007,3100.0,1600.0,600.0,7200.0,1000.0,10000.0,9500.0,99500.0,99500.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,335583.6913034551,406610.48016043,,1083713.5191667764,45957.682879262225,256858.9763642602,13502.788442264418,80896.39477455184,18002.775458935692,123758.2860985583,36333.22719596662,20821.74114541265,6799.197828994897,0.025,,0.01,0.218,0.039,0.741,0.124,0.556,0.081,0.276,0.481,1.471,-0.178,-0.178,
1.0,335529.7835141349,406490.5244039249,,1084370.190770195,45988.42569248323,257045.1652989101,13511.429746019861,80937.66862596056,18012.10233368562,123830.33132427286,36321.70097266421,20828.21163263736,6797.65226049626,0.025,,0.01,0.218,0.039,0.741,0.124,0.556,0.081,0.276,0.481,1.472,-0.178,-0.178,
2.0,335662.5791455456,406786.0215969526,,1085013.5944609093,46020.43681948946,257245.10353421795,13521.413322713472,80989.19484307019,18023.167293439357,123899.4408078643,36304.11773861481,20833.791413502022,6796.006750912114,0.025,,0.01,0.218,0.039,0.74,0.124,0.555,0.081,0.276,0.48,1.472,-0.178,-0.178,
3.0,334892.02267819794,405071.3772916265,,1085667.8883029565,46050.7279216498,257422.16430053808,13533.042945798317,81034.85303371155,18030.661494131982,123970.19145379652,36288.93980800699,20840.97405852342,6794.330558888922,0.025,,0.01,0.218,0.039,0.739,0.124,0.555,0.081,0.276,0.48,1.472,-0.178,-0.178,
4.0,334769.35985747364,404798.4276559507,,1086320.8301497519,46081.959427595066,257584.61765935077,13542.940766561638,81088.36555016156,18038.104702651188,124035.68035088357,36276.531546616905,20847.35357208302,6792.759800130454,0.025,,0.01,0.218,0.039,0.739,0.124,0.555,0.081,0.276,0.48,1.473,-0.178,-0.178,
364.0,334769.35985747364,404798.4276559507,,1086320.8301497519,46081.959427595066,257584.61765935077,13542.940766561638,81088.36555016156,18038.104702651188,124035.68035088357,36276.531546616905,20847.35357208302,6792.759800130454,0.025,,0.01,0.218,0.039,0.739,0.124,0.555,0.081,0.276,0.48,1.473,-0.178,-0.178,
724.0,334769.35985747364,404798.4276559507,,1086320.8301497519,46081.959427595066,257584.61765935077,13542.940766561638,81088.36555016156,18038.104702651188,124035.68035088357,36276.531546616905,20847.35357208302,6792.759800130454,0.025,,0.01,0.218,0.039,0.739,0.124,0.555,0.081,0.276,0.48,1.473,-0.178,-0.178,
1084.0,334769.35985747364,404798.4276559507,,1086320.8301497519,46081.959427595066,257584.61765935077,13542.940766561638,81088.36555016156,18038.104702651188,124035.68035088357,36276.531546616905,20847.35357208302,6792.759800130454,0.025,,0.01,0.218,0.039,0.739,0.124,0.555,0.081,0.276,0.48,1.473,-0.178,-0.178,
1444.0,334769.35985747364,404798.4276559507,,1086320.8301497519,46081.959427595066,257584.61765935077,13542.940766561638,81088.36555016156,18038.104702651188,124035.68035088357,36276.531546616905,20847.35357208302,6792.759800130454,0.025,,0.01,0.218,0.039,0.739,0.124,0.555,0.081,0.276,0.48,1.473,-0.178,-0.178,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,285795.473601248,681017.057962062,,23548.098466727224,776639.052317842,14507.150852210227,417925.44778127456,33857.14965421628,58718.42812259676,157634.9582952341,13127.476919055649,131270.02148039927,60890.31336951568,0.015,,0.425,0.013000000000000001,0.6900000000000001,0.024,0.296,0.171,0.064,0.762,0.077,0.165,0.06,0.023,investor 2
1.0,285264.4675997444,679593.560528369,,23559.027817218008,776611.0786783075,14507.99580350403,418177.08027147275,33863.400907058756,58754.09651647675,157687.79049719957,13137.810597956477,131389.35103400864,60935.281788649976,0.015,,0.425,0.013000000000000001,0.6900000000000001,0.024,0.296,0.171,0.064,0.762,0.077,0.165,0.06,0.023,investor 2
361.0,291689.29670169245,16026.790047636141,,27313.252582347035,816875.000117305,15239.533128143865,510905.53825832525,36103.56221296773,71055.86053551259,181365.84028787015,16740.563967328326,174978.61208439711,78231.08857744612,300.0,,600.0,0.013000000000000001,300.0,11700.0,800.0,1600.0,4100.0,300.0,4000.0,1700.0,18600.0,18600.0,
362.0,291866.03990565555,16037.687571243576,,27327.509557843536,816831.6473586017,15241.541339271322,511120.02519824536,36108.1240221472,71086.8283703608,181435.91749514066,16750.50929443752,175097.43281388396,78277.85707635237,300.0,,600.0,0.013000000000000001,300.0,11700.0,800.0,1600.0,4100.0,300.0,4000.0,1800.0,18600.0,18600.0,
363.0,290691.38532414846,15965.261442569188,,27335.446529556008,817107.1785396913,15242.531188995588,511379.1188094628,36118.5625582369,71121.87461657921,181513.76386524635,16760.41199553311,175217.38042710247,78325.38745296419,300.0,,600.0,0.013000000000000001,300.0,11700.0,800.0,1600.0,4100.0,300.0,4000.0,1800.0,18600.0,18600.0,
364.0,290636.0616468524,15961.850329350318,,27346.462093867354,817283.0770841422,15245.426970531344,511600.71373109013,36124.28533755443,71150.92768497556,181602.05754924708,16770.318907621182,175335.70994533776,78372.04107779171,300.0,,600.0,0.013000000000000001,300.0,11700.0,800.0,1600.0,4100.0,300.0,4000.0,1800.0,18600.0,18600.0,
365.0,289814.3241146429,15911.184142727168,,27355.74457684973,817360.7071879982,15247.535598315353,511881.9367807755,36133.09743152722,71188.60156867094,181692.88979321157,16780.232400148205,175452.19146519297,78420.79295135711,300.0,,600.0,0.013000000000000001,300.0,11700.0,800.0,1600.0,4100.0,300.0,4000.0,1800.0,18600.0,18600.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,124892.84426496265,305809.88783711777,,30142.999894339053,12575.052006854114,64744.24517063842,77435.61897575749,107145.97997582312,84270.54430059817,3731.279933393703,29994.16946349306,194419.89871933474,1158496.1043075677,0.033,,0.332,0.796,0.155,0.13,0.094,0.11900000000000001,2.681,0.334,0.052000000000000005,0.009000000000000001,0.16,0.051000000000000004,investor 10
1.0,124670.60618091468,305190.14902736794,,30169.00213674706,12579.58343036945,64776.81147978116,77476.86102673203,107301.21826805949,84353.60774966452,3735.4921460718515,30008.400531700983,194455.24712487057,1158804.0584858044,0.033,,0.332,0.795,0.155,0.13,0.094,0.11900000000000001,2.678,0.334,0.052000000000000005,0.009000000000000001,0.16,0.051000000000000004,investor 10
361.0,137464.66275850858,17384.267116984563,,39191.44576360166,13791.382852718898,77354.25882215162,93302.07902938202,162198.18981750854,115118.12998315078,5423.555510000417,36843.42746639623,200913.00629853614,1235200.4667551583,800.0,,1900.0,700.0,3900.0,4700.0,8200.0,5800.0,200.0,1800.0,10200.0,0.009000000000000001,59300.0,59300.0,
362.0,136902.52511299192,17304.31995419802,,39214.99248258862,13794.227112680057,77390.63247996003,93349.01502974305,162346.75424152726,115200.57222888182,5428.296868438359,36856.347226534635,200959.0844910769,1235341.6964961423,800.0,,1900.0,700.0,3900.0,4700.0,8200.0,5800.0,200.0,1800.0,10200.0,0.009000000000000001,59300.0,59300.0,
363.0,136945.41747928353,17310.420102475877,,39238.27425846472,13797.32026557617,77426.39065405422,93392.11621826157,162479.737283802,115281.86467271255,5432.7743778270715,36880.228489494904,200955.1171634804,1235516.9283322832,800.0,,2000.0,700.0,3900.0,4700.0,8200.0,5800.0,200.0,1800.0,10200.0,0.009000000000000001,59300.0,59300.0,
364.0,136956.94438086936,17312.059457329367,,39264.6006376341,13800.077049361815,77464.72183072427,93436.51876161773,162627.07060295626,115361.88341121322,5437.070311069636,36904.96166732862,200980.6251553489,1235676.6995077333,800.0,,2000.0,700.0,3900.0,4700.0,8200.0,5800.0,200.0,1800.0,10200.0,0.009000000000000001,59300.0,59300.0,
365.0,137111.89384215508,17334.096355060545,,39289.97836486843,13803.33673211972,77500.09594768485,93477.44956983716,162772.6832387431,115443.89158224892,5441.9054965298255,36929.57771642836,200993.65455085284,1235847.1808632219,800.0,,2000.0,700.0,3900.0,4700.0,8300.0,5800.0,200.0,1800.0,10200.0,0.009000000000000001,59300.0,59300.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,363610.62054986967,829759.7843973796,,80952.48777560501,36721.28948993335,6473.869508498159,661874.8104646304,1016046.0116612616,18503.325714149425,92165.21113516096,15611.846006918538,500272.1674949484,233589.51507876918,0.013000000000000001,,0.124,0.273,1.545,0.016,0.01,0.541,0.109,0.641,0.02,0.043000000000000003,0.062,0.015,investor 5
1.0,364374.74527200655,831806.7059017611,,80968.00075677127,36729.71931642198,6478.820368335275,662493.3107426378,1016525.2909278609,18515.119996357018,92195.24756997166,15614.655497624492,500236.2529390111,233688.8464465448,0.013000000000000001,,0.124,0.273,1.544,0.016,0.01,0.541,0.109,0.641,0.02,0.043000000000000003,0.062,0.015,investor 5
361.0,382873.51103765523,13220.412256502528,,85888.7356827366,40094.18214435979,8428.77078477855,855911.7501223563,1206418.8780393975,22946.42067462962,103492.51577896526,16624.920614772243,496592.0764029836,268703.7964785999,100.0,,1200.0,600.0,100.0,12800.0,0.01,300.0,1500.0,200.0,7400.0,4000.0,17300.0,17300.0,
362.0,382479.416781079,13204.576883326472,,85900.60506815644,40102.37295050087,8434.124457383661,856452.7213306612,1206817.7863310413,22958.201580433473,103524.03676163251,16627.673923495648,496572.5486238681,268820.94913192646,100.0,,1200.0,600.0,100.0,12800.0,0.01,300.0,1500.0,200.0,7400.0,4000.0,17300.0,17300.0,
363.0,383176.0374886056,13232.568280515783,,85911.1187920383,40112.41778837131,8439.61936298726,856958.3530840842,1207336.2887369916,22969.720572143924,103552.40825895307,16630.502070530252,496538.4886388689,268927.1610952066,100.0,,1200.0,600.0,100.0,12800.0,0.01,300.0,1500.0,200.0,7400.0,4000.0,17300.0,17300.0,
364.0,383277.0671491822,13236.627822999297,,85926.0150021893,40124.11355661104,8444.879146508329,857466.1879513973,1207892.1793708752,22986.20689804582,103585.69140984403,16633.271335881138,496525.57254819706,269026.266664356,100.0,,1200.0,600.0,100.0,12800.0,0.01,300.0,1500.0,200.0,7400.0,4000.0,17300.0,17300.0,
365.0,382704.62703680765,13213.626211965566,,85938.38801070969,40134.26348399106,8450.167909558411,857970.8582987505,1208449.945158626,22998.67535199885,103614.86491827175,16636.104195200947,496508.694899617,269127.08534448565,100.0,,1200.0,600.0,100.0,12800.0,0.01,300.0,1500.0,200.0,7400.0,4000.0,17300.0,17300.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,259965.67895974583,556497.8883385652,,653032.0707176425,15331.687520166917,27503.48907040501,7584.273588937945,7746.23185869331,236638.85192363823,20196.26105019954,31666.404502869787,5452.79781267684,14055.507521691146,0.018000000000000002,,0.016,0.653,0.364,1.319,1.291,0.043000000000000003,0.496,0.316,1.834,0.712,0.074,0.042,investor 1
1.0,260212.49102442127,557102.2195739048,,652991.5034527436,15331.107292568824,27540.39363592512,7588.684998831157,7750.851609835305,236568.48858695722,20230.786836003514,31670.439050340345,5454.586451492847,14059.54131841798,0.018000000000000002,,0.016,0.653,0.364,1.318,1.291,0.043000000000000003,0.495,0.316,1.834,0.712,0.074,0.042,investor 1
361.0,275137.5752544173,24933.174319951017,,654850.3838339801,15251.15885820802,40622.807948198526,9380.196411456722,9328.792915121952,209388.6333568182,33066.7615393618,33062.65749647191,6056.964337421021,15536.564088042673,1000.0,,0.016,600.0,1700.0,300.0,300.0,8700.0,1300.0,1300.0,200.0,600.0,26500.0,26500.0,
362.0,274283.3766675835,24845.329370834825,,654820.5783502136,15250.470665285697,40658.473839548155,9381.362945296658,9333.364434122128,209309.359381133,33099.119676007125,33066.3545540991,6058.688444103664,15540.726742942426,1000.0,,0.016,600.0,1700.0,300.0,300.0,8700.0,1300.0,1300.0,200.0,600.0,26500.0,26500.0,
363.0,273450.8120899356,24759.709242112167,,654781.6666121582,15249.928636410206,40694.325385920165,9382.715523194058,9337.619240647811,209230.59841312922,33135.85480917694,33068.31307816016,6060.490746294356,15544.91259089932,1000.0,,0.016,600.0,1700.0,300.0,300.0,8700.0,1300.0,1300.0,200.0,600.0,26500.0,26500.0,
364.0,274059.5154546545,24822.30770214801,,654842.9415547071,15248.945206672804,40729.48711830788,9390.583723514672,9341.896844248666,209151.26047659322,33167.56005292149,33072.2526253313,6062.356477230754,15549.522477739018,1000.0,,0.016,600.0,1700.0,300.0,300.0,8700.0,1300.0,1300.0,200.0,600.0,26500.0,26500.0,
365.0,274969.1864523662,24915.857379867157,,654770.8581168604,15249.529604881784,40765.4672620708,9392.606211021093,9346.141267029261,209072.21964594998,33204.146115912146,33075.75862766934,6064.085077977732,15553.248415110098,1000.0,,0.016,600.0,1700.0,300.0,300.0,8700.0,1300.0,1300.0,200.0,600.0,26500.0,26500.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Home Value,HEP Expectation,Investor Valuations,Valuation #1,Valuation #2,Valuation #3,Valuation #4,Valuation #5,Valuation #6,Valuation #7,Valuation #8,Valuation #9,Valuation #10,E.D.B.,Investor Bids,Bid #1,Bid #2,Bid #3,Bid #4,Bid #5,Bid #6,Bid #7,Bid #8,Bid #9,Bid #10,Reserve,Best Bid,Winning Bidder
0.0,146603.985371896,389044.5999969927,,293049.35916897946,7091.249630629672,34922.01398704001,2645.6518808274427,51926.581007074914,14185.66351064855,41449.8707731673,12793.46573407291,54647.81761005951,103146.30505286039,0.026000000000000002,,0.035,1.411,0.28700000000000003,,0.193,0.705,0.242,0.782,0.183,0.097,0.105,0.096,investor 1
1.0,146610.08013298965,389062.24073948956,,293142.4722090919,7099.135445223777,34923.85962371254,2645.4649258654554,51957.123397014526,14184.559127309603,41465.171232095505,12796.260510757254,54640.35311619286,103218.13203476276,0.026000000000000002,,0.035,1.409,0.28700000000000003,,0.193,0.705,0.242,0.782,0.184,0.097,0.105,0.096,investor 1
361.0,184947.1340049878,48002.44075571468,,324897.07321141317,9972.240243374954,35492.24074022225,2597.8104564680502,63573.80010262474,13616.300713573166,47135.38510934342,13710.758291387077,53124.67759784163,130158.81153644063,4600.0,,0.035,900.0,3400.0,200.0,6100.0,1300.0,4500.0,1300.0,5000.0,12400.0,29400.0,29400.0,
362.0,184446.91060181143,47863.44696044772,,325000.33566237806,9979.988418212319,35494.123434627014,2597.625623700217,63606.92797503552,13614.575941847079,47150.93041247777,13713.551972884796,53121.86493224908,130231.52270370687,4500.0,,0.035,900.0,3400.0,200.0,6100.0,1300.0,4500.0,1300.0,5000.0,12500.0,29400.0,29400.0,
363.0,184968.84226319118,48008.472687002104,,325102.77863540663,9987.806860621542,35495.3041028282,2597.6566832051576,63639.85902555226,13613.085904301513,47166.6088900107,13716.034472199568,53119.16052943215,130303.6209012472,4600.0,,0.035,900.0,3400.0,200.0,6100.0,1300.0,4500.0,1300.0,5000.0,12500.0,29400.0,29400.0,
